year,title,binary,budget,domgross,intgross,totalgross
1980,The Fog,PASS,18000000,29511112,37048526,66559638
1980,The Shining,FAIL,19000000,44017374,44017374,88034748
1979,Alien,PASS,9000000,80930630,203630630,284561260
1979,Apocalypse Now,FAIL,31500000,78800000,78800000,157600000
1979,Moonraker,FAIL,31000000,70300000,210300000,280600000
1979,Star Trek: The Motion Picture,FAIL,35000000,82258456,139000000,221258456
1979,The Amityville Horror,PASS,18500000,65233369,109175673,174409042
1978,Animal House,FAIL,3000000,141600000,141600000,283200000
1978,Dawn of the Dead,FAIL,28000000,58990765,103452875,162443640
1978,Days of Heaven,PASS,3000000,3446749,3660880,7107629
1978,Grease,PASS,6000000,181813770,387513770,569327540
1978,Halloween,FAIL,15000000,58269151,77514401,135783552
1978,I Spit on Your Grave,FAIL,1750000,93051,1278471,1371522
1978,Superman,FAIL,55000000,134218018,300200000,434418018
1978,The Deer Hunter,FAIL,15000000,50000000,50000000,100000000
1977,A Bridge Too Far,FAIL,26000000,50800000,50800000,101600000
1977,Annie Hall,PASS,4000000,38251425,38251425,76502850
1977,Close Encounters of the Third Kind,FAIL,20000000,166000000,337700000,503700000
1977,Eraserhead,FAIL,100000,7000000,7000000,14000000
1977,High Anxiety,FAIL,3400000,31063038,31063038,62126076
1977,Julia,PASS,6000000,65108,1365108,1430216
1977,Star Wars,FAIL,11000000,460998007,797900000,1258898007
1976,Assault on Precinct 13,FAIL,30000000,20040895,36040895,56081790
1976,Family Plot,PASS,3000000,13200000,13200000,26400000
1976,Logan&#39;s Run,FAIL,7000000,25000000,25000000,50000000
1976,Network,PASS,3800000,23689877,23689877,47379754
1976,Rocky,FAIL,1000000,117235147,225000000,342235147
1976,Silent Movie,FAIL,4400000,36145695,36145695,72291390
1976,Sparkle,PASS,10000000,24397469,24660323,49057792
1976,Taxi Driver,FAIL,1000000,28262574,28262574,56525148
1975,Barry Lyndon,FAIL,11000000,20000000,20000000,40000000
1975,Jaws,FAIL,12000000,260000000,470700000,730700000
1975,Monty Python and the Holy Grail,FAIL,400000,3427696,5028948,8456644
1975,One Flew Over the Cuckoo&#39;s Nest,FAIL,4400000,108981275,108981275,217962550
1975,The Rocky Horror Picture Show,FAIL,1200000,139876417,139876417,279752834
1974,Black Christmas,PASS,9000000,16235738,16235738,32471476
1974,Blazing Saddles,FAIL,2600000,119500000,119500000,239000000
1974,The Conversation,FAIL,1600000,4420000,4420000,8840000
1974,The Godfather: Part II,PASS,13000000,57300000,57300000,114600000
1974,The Texas Chain Saw Massacre,FAIL,140000,26572439,26572439,53144878
1974,The Towering Inferno,FAIL,140000,26572439,26572439,53144878
1974,Young Frankenstein,FAIL,2800000,86300000,86300000,172600000
1973,American Graffiti,FAIL,777000,115000000,140000000,255000000
1973,High Plains Drifter,FAIL,15700000,15700000,15700000,31400000
1973,Sleeper,FAIL,2000000,18344729,18344729,36689458
1973,The Exorcist,PASS,12000000,204868002,402735134,607603136
1973,The Sting,FAIL,5500000,159616327,159616327,319232654
1972,1776,FAIL,4000000,N/A,N/A,#VALUE!
1972,Pink Flamingos,PASS,12000,413802,413802,827604
1972,The Godfather,FAIL,7000000,134966411,268500000,403466411
1971,Escape from the Planet of the Apes,FAIL,2500000,12300000,12300000,24600000
1971,Shaft,FAIL,53012938,70327868,107190108,177517976
1971,Straw Dogs,FAIL,25000000,10324441,11253821,21578262
1971,The French Connection,FAIL,2200000,41158757,41158757,82317514
1971,Willy Wonka &amp; the Chocolate Factory,FAIL,3000000,4000000,4000000,8000000
1970,Beyond the Valley of the Dolls,PASS,1000000,9000000,9000000,18000000
